Time_ms,Amplitude_mV
2419.9359,-0.9880
2421.9376,-0.9880
2423.9392,-0.9880
2425.9408,-0.9880
2427.9424,-0.9880
2429.9440,-0.9880
2431.9456,-0.9880
2433.9472,-0.9880
2435.9488,-0.9880
2437.9504,-0.9880
2439.9520,-0.9880
2441.9536,-0.9880
2443.9552,-0.9880
2445.9568,-0.9880
2447.9584,-0.9880
2449.9600,-0.9880
2451.9616,-0.9880
2453.9632,-0.9880
2455.9648,-0.9880
2457.9664,-0.9880
2459.9680,-0.9880
2461.9696,-0.9880
2463.9712,-0.9880
2465.9728,-0.9880
2467.9744,-0.9880
2469.9760,-0.9880
2471.9776,-0.9880
2473.9792,-0.9880
2475.9808,-0.9880
2477.9824,-0.9880
2479.9840,-0.9880
2481.9856,-0.9880
2483.9872,-0.9880
2485.9888,-0.9880
2487.9904,-0.9880
2489.9920,-0.9880
2491.9936,-0.9880
2493.9952,-0.9880
2495.9968,-0.9880
2497.9984,-0.9880
2500.0000,-0.9880
